Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization	Genes in same transcription unit	Accession-1
tesA	b0494	519139	519765	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1	WELL-CHARACTERIZED	ybbO // tesA	b0494
rfbC	b2038	2109581	2110138	dTDP-4-dehydrorhamnose 3,5-epimerase	WELL-CHARACTERIZED	rfbX // rfbC // rfbA // rfbD // rfbB	b2038
argD	b3359	3488960	3490180	<i>N</i>-acetylornithine aminotransferase / <i>N</i>-succinyldiaminopimelate aminotransferase	WELL-CHARACTERIZED	argD	b3359
trpE	b1264	1321384	1322946	anthranilate synthase subunit TrpE	WELL-CHARACTERIZED	trpD // trpE // trpL // trpA // trpB // trpC	b1264
btsR	b2125	2212243	2212962	phosphorylated DNA-binding transcriptional dual regulator BtsR // DNA-binding transcriptional dual regulator BtsR	PARTIAL	btsS // btsR	b2125
yceO	b1058	1119307	1119447	DUF2770 domain-containing protein YceO	UNCHARACTERIZED	solA // yceO	b1058
minE	b1174	1224279	1224545	Z-ring positioning protein MinE	WELL-CHARACTERIZED	minE // minD // minC	b1174
asnU	b1986	2059851	2059926	tRNA-Asn(GUU)	WELL-CHARACTERIZED	asnU	b1986
sfmA	b0530	558212	558754	putative fimbrial protein SfmA	PARTIAL	sfmA // sfmD // sfmC	b0530
mgrR	b4698	1622817	1622914	small regulatory RNA MgrR	WELL-CHARACTERIZED	mgrR	b4698
idnR	b4264	4490141	4491139	DNA-binding transcriptional dual regulator IdnR	PARTIAL	idnR // idnT // idnO // idnD	b4264
aldB	b3588	3754973	3756511	aldehyde dehydrogenase B	WELL-CHARACTERIZED	aldB	b3588
rplF	b3305	3445607	3446140	50S ribosomal subunit protein L6	WELL-CHARACTERIZED	rpmJ // secY // rplO // rpmD // rpsE // rplR // rplF // rpsH // rpsN // rplE // rplX // rplN	b3305
gsiB	b0830	869411	870949	glutathione ABC transporter periplasmic binding protein	WELL-CHARACTERIZED	gsiD // gsiC // gsiB // gsiA // iaaA	b0830
aroE	b3281	3430020	3430838	shikimate dehydrogenase	WELL-CHARACTERIZED	yrdB // aroE // tsaC // yrdD	b3281
amiA	b2435	2552352	2553221	<i>N</i>-acetylmuramoyl-L-alanine amidase A	WELL-CHARACTERIZED	amiA // hemF	b2435
aat	b0885	926728	927432	leucyl/phenylalanyl-tRNA&mdash;protein transferase	WELL-CHARACTERIZED	aat	b0885
araG	b1900	1983555	1985069	arabinose ABC transporter ATP binding subunit	WELL-CHARACTERIZED	araH // araG // araF	b1900
yeaH	b1784	1868955	1870238	DUF444 domain-containing protein YeaH	UNCHARACTERIZED	yeaH // yeaG	b1784
bioD	b0778	812270	812947	dethiobiotin synthetase	WELL-CHARACTERIZED	bioB // bioF // bioC // bioD	b0778
waaF	b3620	3794929	3795975	ADP-heptose&mdash;LPS heptosyltransferase 2	WELL-CHARACTERIZED	waaL // waaC // waaF // rfaD	b3620
selB	b3590	3758017	3759861	selenocysteyl-tRNA-specific translation elongation factor	WELL-CHARACTERIZED	selB // selA	b3590
yaiP	b0363	382739	383935	putative glucosyltransferase	PARTIAL	yaiP	b0363
ysaD	b4649	3750918	3751109				b4649
menA	b3930	4119423	4120349	1,4-dihydroxy-2-naphthoate octaprenyltransferase	WELL-CHARACTERIZED	menA // rraA	b3930
ygbM	b2739	2864236	2865012	putative 2-oxo-tetronate isomerase YgbM	PARTIAL	ygbM // ygbL	b2739
yhdP	b4472	3392458	3396258	phospholipid transport factor YhdP	PARTIAL	yhdP	b4472
ftsK	b0890	933224	937213	cell division DNA translocase FtsK	WELL-CHARACTERIZED	ftsK	b0890
ylcG	b4509	573730	573870	DLP12 prophage; uncharacterized protein YlcG	UNCHARACTERIZED	ylcG // rusA // ybcO // ninE // ybcN	b4509
opgG	b1048	1109335	1110870	osmoregulated periplasmic glucans biosynthesis protein G	PARTIAL	opgH // opgG	b1048
ydeA	b1528	1617028	1618218	putative exporter YdeA	PARTIAL	ydeA	b1528
ackA	b2296	2413470	2414672	acetate kinase	WELL-CHARACTERIZED	ackA // pta	b2296
torS	b0993	1053434	1056178	sensor histidine kinase TorS	WELL-CHARACTERIZED	torS	b0993
yahM	b0327	345404	345649	uncharacterized protein YahM	UNCHARACTERIZED	yahM	b0327
ldtA	b1990	2062391	2063323	L,D-transpeptidase LdtA	WELL-CHARACTERIZED	ldtA	b1990
gspF	b3327	3459817	3461013	cryptic type II secretion system protein GspF	WELL-CHARACTERIZED	gspO // gspM // gspL // gspK // gspJ // gspI // gspH // gspG // gspF // gspE // gspD // gspC	b3327
kdsC	b3198	3342273	3342839	3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate phosphatase KdsC	PARTIAL	npr // rapZ // ptsN // hpf // rpoN // kdsD // yrbG // lptC // kdsC // lptB // lptA	b3198
cheZ	b1881	1966393	1967037	chemotaxis protein CheZ	WELL-CHARACTERIZED	cheZ // cheY // cheB // cheR // tap // tar	b1881
ylcH	b4588	572368	572469	DLP12 prophage; uncharacterized protein YlcH	UNCHARACTERIZED		b4588
nanK	b3222	3369475	3370350	<i>N</i>-acetylmannosamine kinase	WELL-CHARACTERIZED	nanQ // nanK // nanE // nanT // nanA	b3222
lafU	b0230	250072	250827	flagellar system protein, promoterless fragment		lafU	b0230
wzyE	b3793	3978601	3979953	enterobacterial common antigen polymerase	WELL-CHARACTERIZED	rffM // wzyE // wecF // wzxE // wecE // rffC // rffH // rffG // wecC // wecB // wzzE // rfe	b3793
glgC	b3430	3568033	3569328	glucose-1-phosphate adenylyltransferase	WELL-CHARACTERIZED	glgX // glgB // glgC // glgP // glgA	b3430
yhfL	b3369	3499448	3499615	DUF4223 domain-containing lipoprotein YhfL	UNCHARACTERIZED	yhfL	b3369
uvrC	b1913	1992874	1994706	UvrABC excision nuclease subunit C	WELL-CHARACTERIZED	uvrY // uvrC	b1913
hslU	b3931	4120416	4121747	ATPase component of the HslVU protease	WELL-CHARACTERIZED	hslU // hslV	b3931
pspD	b1307	1369393	1369614	phage shock protein D	PARTIAL	pspA // pspB // pspC // pspD // pspE	b1307
yfdG	b2350	2467855	2468217	CPS-53 (KpLE1) prophage; putative bactoprenol-linked glucose translocase	WELL-CHARACTERIZED	yfdI // yfdH // yfdG	b2350
hprR	b1969	2038152	2038823	DNA-binding transcriptional dual regulator HprR-phosphorylated // DNA-binding transcriptional dual regulator HprR	WELL-CHARACTERIZED	hprR // hprS	b1969
ygaP	b2668	2797520	2798044	thiosulfate sulfurtransferase YgaP	WELL-CHARACTERIZED	ygaP // ygaV	b2668
yibA	b3594	3766337	3767179	putative lyase containing HEAT-repeat	PARTIAL	yibA // rhsA	b3594
torZ	b1872	1954578	1957007	trimethylamine <i>N</i>-oxide reductase 2	WELL-CHARACTERIZED	torZ // torY	b1872
mhpA	b0347	368611	370275	3-(3-hydroxyphenyl)propanoate hydroxylase	WELL-CHARACTERIZED	mhpF // mhpE // mhpD // mhpC // mhpB // mhpA	b0347
fetA	b0490	515919	516596	putative iron ABC exporter ATP-binding subunit FetA	PARTIAL	fetB // fetA	b0490
flhD	b1892	1977847	1978197	DNA-binding transcriptional dual regulator FlhD	WELL-CHARACTERIZED	flhC // flhD	b1892
fau	b2912	3056241	3056789	5-formyltetrahydrofolate cyclo-ligase	WELL-CHARACTERIZED	fau // ssrS	b2912
nc1		297137	297304	small noncoding RNA involved in nucleoid organization	PARTIAL		
ycaM	b0899	947229	948659	putative transporter YcaM	PARTIAL	ycaM	b0899
anmK	b1640	1718493	1719602	anhydro-<i>N</i>-acetylmuramic acid kinase	WELL-CHARACTERIZED	anmK	b1640
nudK	b2467	2582903	2583478	GDP-mannose hydrolase	PARTIAL	nudK	b2467
sgcB	b4565	4530255	4530533	putative PTS enzyme IIB component SgcB	PARTIAL	sgcX // sgcB // sgcC // sgcQ // sgcA // sgcE // sgcR	b4565
yceM	b1068	1126806	1127729	putative oxidoreductase YceM	PARTIAL	yceM	b1068
yeaR	b1797	1879589	1879948	DUF1971 domain-containing protein YeaR	UNCHARACTERIZED	yeaR // yoaG	b1797
ydfX	b1568	1647346	1647636	Qin prophage; protein YdfX	UNCHARACTERIZED	dicC // ydfX // ydfW	b1568
cadC	b4133	4360396	4361934	DNA-binding transcriptional activator CadC	PARTIAL	cadC	b4133
insA6	b3444	3583483	3583758	IS1 protein InsA	UNCHARACTERIZED	insB6 // insA6 // insAB6 // yrhA // yhhZ	b3444
ompX	b0814	850450	850965	outer membrane protein X	PARTIAL	yliM // ompX	b0814
elaA	b2267	2381082	2381543	putative acetyltransferase ElaA	PARTIAL	elaA	b2267
appY	b0564	583681	584430	DLP12 prophage; DNA-binding transcriptional activator AppY	WELL-CHARACTERIZED	appY	b0564
yghR	b2984	3132454	3133212	putative ATP-binding protein YghR	PARTIAL	yghS // yghR	b2984
glnE	b3053	3196801	3199641	fused glutamine synthetase deadenylase/glutamine synthetase adenylyltransferase	WELL-CHARACTERIZED	ygiF // glnE	b3053
copA	b0484	508875	511379	soluble Cu<sup>+</sup> chaperone // Cu<sup>+</sup> exporting P-type ATPase	WELL-CHARACTERIZED	copA	b0484
sibA	b4436	2153311	2153454	small RNA SibA	PARTIAL	sibA	b4436
glvG	b4556	3861173	3861987			glvC // glvB // glvG	b4556
tpx	b1324	1388305	1388811	lipid hydroperoxide peroxidase	WELL-CHARACTERIZED	tpx	b1324
mhpC	b0349	371239	372105	2-hydroxy-6-ketonona-2,4-dienedioate hydrolase	WELL-CHARACTERIZED	mhpF // mhpE // mhpD // mhpC // mhpB // mhpA	b0349
nrfA	b4070	4287764	4289200	cytochrome <i>c</i><sub>552</sub> nitrite reductase	WELL-CHARACTERIZED	nrfA // nrfB // nrfC // nrfD // nrfE // nrfF // nrfG	b4070
ybaN	b0468	490882	491259	DUF454 domain-containing inner membrane protein YbaN	UNCHARACTERIZED	ybaN	b0468
pncC	b2700	2823849	2824346	NMN aminohydrolase	WELL-CHARACTERIZED	pncC	b2700
xdhA	b2866	3000345	3002603	putative xanthine dehydrogenase molybdenum-binding subunit XdhA	WELL-CHARACTERIZED	xdhB // xdhC // xdhA	b2866
ybiJ	b0802	837665	837925	DUF1471 domain-containing protein YbiJ	UNCHARACTERIZED	ybiJ	b0802
cpxA	b3911	4103602	4104975	sensor histidine kinase CpxA	WELL-CHARACTERIZED	cpxA // cpxR	b3911
rhsE	b1456	1527890	1529938	RhsE protein in rhs element		ydcD // rhsE	b1456
flhA	b1879	1962972	1965050	flagellar biosynthesis protein FlhA	PARTIAL	flhE // flhA // flhB	b1879
insH4	b1331	1396112	1397092	IS<i>5</i> transposase and trans-activator	PARTIAL	insH4	b1331
chpB	b4225	4448692	4449042	endoribonuclease toxin ChpB	WELL-CHARACTERIZED	chpS // chpB	b4225
yneK	b1527	1615763	1616878	protein YneK	UNCHARACTERIZED	yneK	b1527
yfcS	b2336	2451584	2452336	putative fimbrial chaperone YfcS	PARTIAL	yfcU // yfcS // yfcR // yfcQ // yfcP // yfcO	b2336
hemW	b2955	3097267	3098403	heme chaperone HemW	PARTIAL	hemW // rdgB // yggU // yggT // yggS	b2955
ihfA	b1712	1795253	1795552	integration host factor subunit &alpha;	WELL-CHARACTERIZED	thrS // rpmI // infC // rplT // ihfA // pheM // pheT // pheS	b1712
gyrB	b3699	3877705	3880119	DNA gyrase subunit B	WELL-CHARACTERIZED	gyrB	b3699
bioP	b3827	4011076	4011975	biotin transporter	WELL-CHARACTERIZED	bioP	b3827
orzP		2204402	2204484	small RNA OrzP	UNCHARACTERIZED		
hokE	b4415	607836	607988	small toxic polypeptide HokE	PARTIAL	hokE	b4415
cysH	b2762	2887578	2888312	phosphoadenosine phosphosulfate reductase	WELL-CHARACTERIZED	cysH // cysI // cysJ	b2762
proW	b2678	2806010	2807074	glycine betaine ABC transporter membrane subunit ProW	WELL-CHARACTERIZED	proX // proW // proV	b2678
b0725	b0725	758464	758724			b0725 // sdhB // sdhA // sdhD // sdhC // sdhX // sucA // sucB // sucC // sucD	b0725
damX	b3388	3516020	3517306	cell division protein DamX	WELL-CHARACTERIZED	damX // aroB // aroK // dam // gph // rpe // trpS	b3388
pdxK	b2418	2536386	2537237	pyridoxine/pyridoxal/pyridoxamine kinase	WELL-CHARACTERIZED	pdxK	b2418
bcsG	b3538	3698214	3699893	cellulose phosphoethanolamine transferase	PARTIAL	bcsG // bcsF // bcsE	b3538
yggS	b2951	3095098	3095802	PLP homeostasis protein	PARTIAL	yggU // yggT // yggS // hemW // rdgB	b2951
gpmM	b3612	3785260	3786804	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	WELL-CHARACTERIZED	yibQ // envC // gpmM	b3612
ampD	b0110	118733	119284	1,6-anhydro-<i>N</i>-acetylmuramoyl-L-alanine amidase	WELL-CHARACTERIZED	ampD // ampE	b0110
kdpE	b0694	721056	721733	KdpE-Phosphorylated // DNA-binding transcriptional dual regulator KdpE	WELL-CHARACTERIZED	kdpE // kdpD	b0694
treA	b1197	1245679	1247376	periplasmic trehalase	WELL-CHARACTERIZED	treA	b1197
insH2	b0552	574737	575717	DLP12 prophage; IS<i>5</i> transposase and trans-activator	PARTIAL	insH2	b0552
proV	b2677	2804815	2806017	glycine betaine ABC transporter ATP binding subunit ProV	WELL-CHARACTERIZED	proX // proW // proV	b2677
ydcK	b1428	1499469	1500449	putative acyltransferase YdcK	PARTIAL	ydcK	b1428
insG	b4278	4502103	4503431	KpLE2 phage-like element; IS<i>4</i> putative transposase	PARTIAL	insG	b4278
yrdE	b4646	3404638	3405031				b4646
yjdJ	b4127	4352085	4352357	putative <i>N</i>-acetyltransferase YjdJ	PARTIAL	yjdJ // yjdI	b4127
yfcH	b2304	2421708	2422601	epimerase family protein YfcH	UNCHARACTERIZED	yfcH // folX	b2304
intR	b1345	1412000	1413235	Rac prophage; putative integrase	PARTIAL	recE // recT // ralR // rcbA // xisR // intR	b1345
aspV	b0216	236931	237007	tRNA-Asp(GUC)	WELL-CHARACTERIZED	aspV	b0216
ydcO	b1433	1504905	1506080	putative transport protein YdcO	PARTIAL	ydcO	b1433
nanE	b3223	3370347	3371036	probable <i>N</i>-acetylmannosamine-6-phosphate 2-epimerase	WELL-CHARACTERIZED	nanQ // nanK // nanE // nanT // nanA	b3223
arsC	b3503	3650237	3650662	arsenate reductase	PARTIAL	arsR // arsB // arsC	b3503
chbG	b1733	1816386	1817135	chitooligosaccharide monodeacetylase ChbG	WELL-CHARACTERIZED	chbG // chbF // chbR // chbA // chbC // chbB	b1733
nrfC	b4072	4289808	4290479	putative menaquinol-cytochrome <i>c</i> reductase 4Fe-4S subunit	WELL-CHARACTERIZED	nrfA // nrfB // nrfC // nrfD // nrfE // nrfF // nrfG	b4072
rihA	b0651	683477	684412	pyrimidine-specific ribonucleoside hydrolase RihA	WELL-CHARACTERIZED	rihA	b0651
adiA	b4117	4338254	4340521	arginine decarboxylase, degradative	WELL-CHARACTERIZED	adiA	b4117
rybA	b4416	852725	853064	small RNA RybA	PARTIAL	rybA // mntS	b4416
yceK	b1050	1113579	1113806	DUF1375 domain-containing lipoprotein YceK	PARTIAL	yceK	b1050
gatD	b2091	2171833	2172873	galactitol-1-phosphate 5-dehydrogenase	WELL-CHARACTERIZED	gatD // gatC // gatB // gatA // gatZ // gatY	b2091
maa	b0459	479367	479918	maltose <i>O</i>-acetyltransferase	PARTIAL	maa	b0459
yjhE	b4282	4506861	4507109	KpLE2 phage-like element; putative membrane protein (pseudogene)		yjhE	b4282
C0299		1230629	1230707				
aroH	b1704	1788435	1789481	3-deoxy-7-phosphoheptulonate synthase, Trp-sensitive	WELL-CHARACTERIZED	aroH	b1704
yeeN	b1983	2056858	2057574	putative transcriptional regulator YeeN	PARTIAL	yeeN	b1983
dcuD	b3227	3374869	3376236	putative transporter DcuD	PARTIAL	dcuD	b3227
efeB	b1019	1083376	1084647	heme-containing peroxidase/deferrochelatase	WELL-CHARACTERIZED	efeB // efeO	b1019
truD	b2745	2870255	2871304	tRNA pseudouridine<sup>13</sup> synthase	WELL-CHARACTERIZED	truD	b2745
lldP	b3603	3777399	3779054	lactate/glycolate:H<sup>+</sup> symporter LldP	WELL-CHARACTERIZED	lldD // lldR // lldP	b3603
hofM	b3395	3521972	3522751	DNA utilization protein HofM	PARTIAL	hofM // hofN // hofO // hofP	b3395
yfjP	b2632	2767710	2768573	CP4-57 prophage; putative GTP-binding protein YfjP	PARTIAL	yfjQ // yfjP	b2632
rof	b0189	213678	213932	modulator of Rho-dependent transcription termination	PARTIAL	yaeP // rof	b0189
envR	b3264	3412803	3413465	DNA-binding transcriptional repressor EnvR	WELL-CHARACTERIZED	envR	b3264
patZ	b2584	2719953	2722613	peptidyl-lysine <i>N</i>-acetyltransferase	WELL-CHARACTERIZED	patZ // tapT	b2584
bhsB	b4832	1169303	1169402	small RNA BhsB	PARTIAL		b4832
gsiC	b0831	870967	871887	glutathione ABC transporter membrane subunit GsiC	WELL-CHARACTERIZED	gsiD // gsiC // gsiB // gsiA // iaaA	b0831
rsxG	b1631	1710204	1710824	SoxR [2Fe-2S] reducing system flavoprotein RsxG	WELL-CHARACTERIZED	nth // rsxE // rsxG // rsxD // rsxC // rsxB // rsxA // ydgK	b1631
ldrD	b4453	3699980	3700087	small toxic polypeptide LdrD	PARTIAL	ldrD	b4453
ygiD	b3039	3181619	3182434	4,5-DOPA dioxygenase extradiol	PARTIAL	ygiD	b3039
ymcF	b4723	1051684	1051872	protein YmcF	UNCHARACTERIZED		b4723
mcbA	b0806	841796	842056	DUF1471 domain-containing protein McbA	UNCHARACTERIZED	mcbA	b0806
rpmG	b3636	3811250	3811417	50S ribosomal subunit protein L33	WELL-CHARACTERIZED	yicR // mutM // rpmG // rpmB	b3636
eutN	b2456	2571763	2572050	putative ethanolamine catabolic microcompartment shell protein EutN	PARTIAL	eutN // eutE // eutJ // eutG	b2456
G0-10706		4441225	4441330	small RNA	UNCHARACTERIZED		
insCD3		2068952	2070180	IS2 element transposase InsAB'	PARTIAL	insC3 // insD3 // insCD3	
rsuA	b2183	2279788	2280483	16S rRNA pseudouridine<sup>516</sup> synthase	WELL-CHARACTERIZED	rsuA	b2183
glcC	b2980	3128272	3129036	DNA-binding transcriptional dual regulator GlcC	WELL-CHARACTERIZED	glcC	b2980
hycC	b2723	2847415	2849241	hydrogenase 3 membrane subunit HycC	WELL-CHARACTERIZED	hycI // hycH // hycG // hycF // hycE // hycD // hycC // hycB // hycA	b2723
atpI	b3739	3922060	3922440	ATP synthase accessory factor AtpI	PARTIAL	atpI // atpC // atpD // atpG // atpA // atpH // atpF // atpE // atpB	b3739
hisD	b2020	2091097	2092401	histidinal/histidinol dehydrogenase	WELL-CHARACTERIZED	hisL // hisG // hisD // hisC // hisI // hisF // hisA // hisH // hisB	b2020
bglJ	b4366	4604160	4604837	DNA-binding transcriptional regulator BglJ	WELL-CHARACTERIZED	bglJ // yjjQ	b4366
yifN	b3777	3960012	3960460	putative toxin YifN		yifN	b3777
araE	b2841	2980764	2982182	arabinose:H<sup>+</sup> symporter	WELL-CHARACTERIZED	araE // ygeA	b2841
bdcA	b4249	4473340	4474053	c-di-GMP-binding biofilm dispersal mediator protein	WELL-CHARACTERIZED	bdcA	b4249
ddpA	b1487	1560931	1562481	putative D,D-dipeptide ABC transporter periplasmic binding protein	PARTIAL	ddpF // ddpD // ddpC // ddpB // ddpA // ddpX	b1487
yffL	b2443	2560257	2560898	CPZ-55 prophage; uncharacterized protein YffL	UNCHARACTERIZED	yffL	b2443
umuC	b1184	1231186	1232454	DNA polymerase V catalytic protein	WELL-CHARACTERIZED	umuD // umuC	b1184
sgbE	b3583	3750086	3750781	L-ribulose-5-phosphate 4-epimerase SgbE	WELL-CHARACTERIZED	yiaM // sgbE // sgbU // sgbH // lyxK // yiaO // yiaN // yiaL // yiaK	b3583
rrrD	b0555	577613	578110	DLP12 prophage; lysozyme	WELL-CHARACTERIZED	rzpD // rrrD // essD	b0555
ypjD	b2611	2747962	2748753	cytochrome <i>c</i> assembly family protein	UNCHARACTERIZED	ypjD	b2611
maoP	b3764	3948086	3948424	macrodomain Ori protein	PARTIAL	maoP	b3764
yjaB	b4012	4213680	4214123	peptidyl-lysine <i>N</i>-acetyltransferase YjaB	WELL-CHARACTERIZED	yjaB	b4012
paaB	b1389	1454868	1455155	phenylacetyl-CoA 1,2-epoxidase subunit B	WELL-CHARACTERIZED	paaK // paaI // paaH // paaG // paaF // paaE // paaD // paaC // paaB // paaA // paaJ	b1389
ghrB	b3553	3717310	3718284	glyoxylate reductase	WELL-CHARACTERIZED	ghrB	b3553
yciI	b1251	1310569	1310865	protein YciI	UNCHARACTERIZED	yciI	b1251
matA	b0294	310746	311336	DNA-binding transcriptional dual regulator MatA	PARTIAL	matA	b0294
malP	b3417	3550080	3552473	maltodextrin phosphorylase	WELL-CHARACTERIZED	malP // malQ	b3417
ybbC	b0498	527581	527949	PF15631 family protein YbbC	UNCHARACTERIZED	ybbD // ylbH // ybbC // rhsD	b0498
gltF	b3214	3361176	3361940	periplasmic protein GltF	UNCHARACTERIZED	gltB // gltD // gltF	b3214
gloB	b0212	234027	234782	hydroxyacylglutathione hydrolase GloB	WELL-CHARACTERIZED	gloB	b0212
argS	b1876	1960062	1961795	arginine&mdash;tRNA ligase	WELL-CHARACTERIZED	argS	b1876
abgB	b1337	1401810	1403255	<i>p</i>-aminobenzoyl-glutamate hydrolase subunit B	WELL-CHARACTERIZED	abgA // abgB // abgT // ogt	b1337
yafF	b4503	239190	239378	putative uncharacterized protein YafF		yafF	b4503
hipB	b1508	1592176	1592442	antitoxin/DNA-binding transcriptional repressor HipB	WELL-CHARACTERIZED	hipA // hipB	b1508
yjeM	b4156	4383839	4385341	putative transporter YjeM	PARTIAL	yjeM	b4156
yjfF	b4231	4453583	4454578	galactofuranose ABC transporter putative membrane subunit YjtF	PARTIAL	yjfF // ytfT // ytfR // ytfQ	b4231
gltV	b4008	4209774	4209849	tRNA-Glu(UUC)	WELL-CHARACTERIZED	gltV // rrsE // rrfE // rrlE	b4008
dtd	b3887	4077015	4077452	D-aminoacyl-tRNA deacylase	WELL-CHARACTERIZED	fabY // dtd // yihY // yihX	b3887
xisD	b4633	565858	566079	excisionase			b4633
hisR	b3797	3982509	3982585	tRNA-His(GUG)	WELL-CHARACTERIZED	argX // hisR // leuT // proM	b3797
rrfB	b3971	4171637	4171756	5S ribosomal RNA	WELL-CHARACTERIZED	gltT // rrsB // rrfB // rrlB	b3971
focB	b2492	2613934	2614782	formate channel FocB	WELL-CHARACTERIZED	focB // hyfR // hyfJ // hyfI // hyfH // hyfG // hyfF // hyfE // hyfD // hyfC // hyfB // hyfA	b2492
eamB	b2578	2715423	2716010	cysteine/<i>O</i>-acetylserine exporter EamB	WELL-CHARACTERIZED	eamB	b2578
potF	b0854	893784	894896	putrescine ABC transporter periplasmic binding protein	WELL-CHARACTERIZED	potF // potG // potH // potI	b0854
tadA	b2559	2697354	2697857	tRNA adenosine<sup>34</sup> deaminase	WELL-CHARACTERIZED	pgpC // tadA	b2559
lpxM	b1855	1939222	1940193	Lipid A biosynthesis myristoyltransferase	WELL-CHARACTERIZED	lpxM	b1855
treB	b4240	4464759	4466180	trehalose-specific PTS enzyme IIBC component	WELL-CHARACTERIZED	treC // treB	b4240
ynbB	b1409	1478226	1479122	putative CDP-diglyceride synthase	PARTIAL	ynbD // ynbC // ynbB // ynbA	b1409
tolR	b0738	775849	776277	Tol-Pal system protein TolR	PARTIAL	ybgC // tolQ // tolR // tolA	b0738
yiaY	b3589	3756676	3757827	L-threonine dehydrogenase	WELL-CHARACTERIZED	yiaY	b3589
recC	b2822	2959060	2962428	exodeoxyribonuclease V subunit RecC	WELL-CHARACTERIZED	ppdA // ppdB // ygdB // ppdC // recC	b2822
queG	b4166	4392928	4394067	epoxyqueuosine reductase	WELL-CHARACTERIZED	queG	b4166
nanQ	b3221	3369014	3369478	<i>N</i>-acetylneuraminate anomerase	WELL-CHARACTERIZED	nanQ // nanK // nanE // nanT // nanA	b3221
letB	b1834	1917510	1920143	lipophilic envelope spanning tunnel	PARTIAL	letB // letA	b1834
kdpA	b0698	727059	728732	K<sup>+</sup> transporting P-type ATPase subunit KdpA	WELL-CHARACTERIZED	kdpF // kdpC // kdpB // kdpA	b0698
yebQ	b1828	1910276	1911649	putative transporter YebQ	PARTIAL	yebQ	b1828
ytiD	b4721	4556654	4556797	protein YtiD	UNCHARACTERIZED	ytiD // ytiC // idlP // iraD	b4721
yfiR	b2603	2741875	2742393	DUF4154 domain-containing protein YfiR	UNCHARACTERIZED	yfiB // dgcN // yfiR	b2603
yahI	b0323	340165	341115	carbamate kinase-like protein YahI	UNCHARACTERIZED	yahJ // yahI	b0323
yiaU	b3585	3751992	3752966	DNA-binding transcriptional activator YiaU	PARTIAL	yiaU	b3585
nrfE	b4074	4291512	4293170	putative cytochrome c-type biogenesis protein NrfE	PARTIAL	nrfA // nrfB // nrfC // nrfD // nrfE // nrfF // nrfG	b4074
ispF	b2746	2871301	2871780	2-<i>C</i>-methyl-D-erythritol 2,4-cyclodiphosphate synthase	WELL-CHARACTERIZED	ispF // ispD	b2746
kdpC	b0696	724407	724979	K<sup>+</sup> transporting P-type ATPase subunit KdpC	WELL-CHARACTERIZED	kdpF // kdpC // kdpB // kdpA	b0696
yciA	b1253	1311848	1312246	acyl-CoA thioesterase YciA	WELL-CHARACTERIZED	yciA	b1253
mnaT	b1448	1518328	1518846	L-amino acid N-acyltransferase	PARTIAL	mnaT // ydcZ	b1448
paaX	b1399	1463539	1464489	DNA-binding transcriptional repressor PaaX	WELL-CHARACTERIZED	paaY // paaX	b1399
yedP	b1955	2025511	2026326	putative mannosyl-3-phosphoglycerate phosphatase	PARTIAL	yedP	b1955
thiB	b0068	74497	75480	thiamine ABC transporter periplasmic binding protein	WELL-CHARACTERIZED	sgrR // thiB // thiP // thiQ // sroA	b0068
hupB	b0440	461451	461723	DNA-binding protein HU-&beta;	WELL-CHARACTERIZED	hupB	b0440
fhuD	b0152	170575	171465	Fe(3+) hydroxamate ABC transporter periplasmic binding protein	WELL-CHARACTERIZED	fhuA // fhuC // fhuD // fhuB	b0152
zraR	b4004	4203320	4204645	DNA-binding transcriptional activator ZraR-phosphorylated // DNA-binding transcriptional activator ZraR	WELL-CHARACTERIZED	zraR // zraS	b4004
fsaB	b3946	4139046	4139708	fructose-6-phosphate aldolase 2	WELL-CHARACTERIZED	ptsA // fsaB // gldA	b3946
ychS	b1228	1286709	1286984	putative uncharacterized protein YchS	UNCHARACTERIZED	ychS	b1228
uvrY	b1914	1994703	1995359	DNA-binding transcriptional activator UvrY-phosphorylated // DNA-binding transcriptional activator UvrY	WELL-CHARACTERIZED	uvrY // uvrC	b1914
ykgP	b4630	313716	313805	putative oxidoreductase			b4630
sgcX	b4305	4530530	4531651	KpLE2 phage-like element; putative endoglucanase with Zn-dependent exopeptidase domain	PARTIAL	sgcX // sgcB // sgcC // sgcQ // sgcA // sgcE // sgcR	b4305
yiaC	b3550	3713652	3714092	peptidyl-lysine <i>N</i>-acetyltransferase YiaC	WELL-CHARACTERIZED	yiaC // tag	b3550
fruB	b2169	2262365	2263495	FruB - his299 phosphorylated // fructose-specific PTS multiphosphoryl transfer protein FruB	WELL-CHARACTERIZED	fruA // fruK // fruB	b2169
mdlA	b0448	468871	470643	ABC transporter family protein MdlA	PARTIAL	mdlB // mdlA	b0448
ycbZ	b0955	1016539	1018299	putative ATP-dependent protease YcbZ	PARTIAL	ycbZ	b0955
pphC	b2072	2151711	2152472	protein-serine/threonine phosphatase PphC	PARTIAL	yegL // pphC	b2072
yjjW	b4379	4614680	4615543	putative glycyl-radical enzyme activating enzyme YjjW	PARTIAL	yjjW	b4379
