gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,bnum
Ecoli_C110523,Ecoli_C110523A7,198214.SF3465,2.74e-88,262.0,"2D4KK@1|root,32THA@2|Bacteria,1N0WI@1224|Proteobacteria,1SAJI@1236|Gammaproteobacteria",2|Bacteria,S,Protein of unknown function (DUF2756),yhhA,-,-,-,-,-,-,-,-,-,-,-,DUF2756,
Ecoli_C82364,Ecoli_C82364A151,220341.16503856,4.78e-113,328.0,"COG1961@1|root,COG1961@2|Bacteria,1MXXT@1224|Proteobacteria,1S08N@1236|Gammaproteobacteria,3ZMPS@590|Salmonella",2|Bacteria,L,"Resolvase, N terminal domain",pin,-,-,ko:K14060,-,-,-,-,ko00000,-,-,-,"HTH_7,Resolvase",b1158
Ecoli_C31106,Ecoli_C31106A363,155864.EDL933_4857,3.6400000000000004e-259,712.0,"COG1566@1|root,COG1566@2|Bacteria,1NAMI@1224|Proteobacteria,1RP4N@1236|Gammaproteobacteria,3XP6B@561|Escherichia",2|Bacteria,V,membrane,yibH,"GO:0005575,GO:0005623,GO:0005886,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016020,GO:0033554,GO:0044464,GO:0050896,GO:0051716,GO:0071944",-,"ko:K03543,ko:K15548,ko:K15549",-,M00701,-,-,"ko00000,ko00002,ko02000","8.A.1.1,8.A.1.1.3,8.A.1.7.1",-,-,"Biotin_lipoyl_2,HlyD,HlyD_3,HlyD_D23",b3597
Ecoli_C17149,Ecoli_C17149A181,316407.1736413,0.0,916.0,"COG2199@1|root,COG2199@2|Bacteria,1RGCV@1224|Proteobacteria,1T2TE@1236|Gammaproteobacteria,3XPCJ@561|Escherichia",2|Bacteria,T,negative regulation of cell motility,yeaI,"GO:0003674,GO:0003824,GO:0004112,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008081,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009187,GO:0009190,GO:0009259,GO:0009260,GO:0009987,GO:0016020,GO:0016787,GO:0016788,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0032879,GO:0034641,GO:0034654,GO:0040012,GO:0040013,GO:0042578,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044464,GO:0046390,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051270,GO:0051271,GO:0052652,GO:0052653,GO:0055086,GO:0065007,GO:0071111,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902021,GO:1902201,GO:2000145,GO:2000146",2.7.7.65,ko:K20959,"ko05111,map05111",-,-,-,"ko00000,ko00001,ko01000",-,-,iAPECO1_1312.APECO1_853,"CHASE,EAL,GGDEF,MASE4,NMT1,PAS_3",b1785
Ecoli_C71414,Ecoli_C71414A0,155864.EDL933_4066,1.13e-170,477.0,"COG4942@1|root,COG4942@2|Bacteria,1RD24@1224|Proteobacteria,1RR11@1236|Gammaproteobacteria,3XNB1@561|Escherichia",2|Bacteria,M,autolysis,nlpD,"GO:0000920,GO:0001896,GO:0008150,GO:0008219,GO:0009987,GO:0012501,GO:0051301",-,"ko:K06194,ko:K12943",-,-,-,-,ko00000,1.A.34.1.2,-,-,"LysM,Peptidase_M23",b2865
Ecoli_C122159,Ecoli_C122159A46,316407.85676466,1.46e-100,293.0,"COG3090@1|root,COG3090@2|Bacteria,1NBJ4@1224|Proteobacteria,1SAXN@1236|Gammaproteobacteria",2|Bacteria,G,TRAP transporter small permease,yiaM,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0008643,GO:0015144,GO:0016020,GO:0022857,GO:0034219,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944",-,"ko:K11689,ko:K21394","ko02020,map02020",-,-,-,"ko00000,ko00001,ko02000",2.A.56.1,-,-,DctQ,b3577
Ecoli_C158505,Ecoli_C158505A37,316407.85676234,5.24e-66,202.0,"2AMA3@1|root,31C50@2|Bacteria,1RK5D@1224|Proteobacteria,1S717@1236|Gammaproteobacteria,3XPYM@561|Escherichia",2|Bacteria,S,Protein of unknown function (DUF2628),yigF,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,DUF2628,
Ecoli_C72232,Ecoli_C72232A179,198214.SF0788,3.38e-153,431.0,"COG0625@1|root,COG0625@2|Bacteria,1RA4M@1224|Proteobacteria,1S2K3@1236|Gammaproteobacteria",2|Bacteria,O,Glutathione S-Transferase,yliJ,"GO:0003674,GO:0003824,GO:0004364,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0016491,GO:0016740,GO:0016765,GO:0030611,GO:0042802,GO:0044424,GO:0044444,GO:0044464,GO:0055114",2.5.1.18,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",-,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905","RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944","ko00000,ko00001,ko01000,ko02000","1.A.12.2.2,1.A.12.3.2",-,-,"GST_C,GST_C_2,GST_N,GST_N_3",b0838
Ecoli_C156377,Ecoli_C156377A50,198214.SF1593,1.2600000000000002e-73,221.0,"2CSJ8@1|root,32SRB@2|Bacteria,1N0YE@1224|Proteobacteria,1S9BH@1236|Gammaproteobacteria",2|Bacteria,S,Belongs to the UPF0482 family,ynfB,"GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,DUF1283,
Ecoli_C285357,Ecoli_C285357A0,155864.EDL933_2232,9.37e-15,72.4,"COG0057@1|root,COG0057@2|Bacteria,1MU93@1224|Proteobacteria,1RMBM@1236|Gammaproteobacteria,3XQM0@561|Escherichia",2|Bacteria,G,Belongs to the glyceraldehyde-3-phosphate dehydrogenase family,gap,"GO:0000166,GO:0003674,GO:0003824,GO:0004365,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006735,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009117,GO:0009986,GO:0009987,GO:0016491,GO:0016620,GO:0016903,GO:0019362,GO:0019637,GO:0019674,GO:0022610,GO:0034641,GO:0036094,GO:0043891,GO:0044237,GO:0044238,GO:0044281,GO:0044403,GO:0044406,GO:0044419,GO:0044424,GO:0044464,GO:0044650,GO:0046483,GO:0046496,GO:0048037,GO:0050662,GO:0051186,GO:0051287,GO:0051704,GO:0055086,GO:0055114,GO:0071704,GO:0072524,GO:0097159,GO:0140030,GO:0140032,GO:1901265,GO:1901360,GO:1901363,GO:1901564","1.2.1.12,1.2.1.72","ko:K00134,ko:K03472","ko00010,ko00710,ko00750,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map00750,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010","M00001,M00002,M00003,M00124,M00165,M00166,M00308,M00552","R01061,R01825","RC00149,RC00242","ko00000,ko00001,ko00002,ko01000,ko04131,ko04147",-,-,"iAPECO1_1312.APECO1_847,iIT341.HP0921,iIT341.HP1346,iJR904.b1416,iJR904.b1417,iUTI89_1310.UTI89_C1975,ic_1306.c2184","Gp_dh_C,Gp_dh_N",
Ecoli_C71165,Ecoli_C71165A33,316407.85676417,1.26e-156,441.0,"COG3642@1|root,COG3642@2|Bacteria,1QYXJ@1224|Proteobacteria,1T3WV@1236|Gammaproteobacteria,3XRNG@561|Escherichia",2|Bacteria,T,Catalyzes the phosphorylation of heptose(II) of the outer membrane lipopolysaccharide core,rfaY,"GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0044237",-,ko:K02850,"ko00540,ko01100,map00540,map01100",M00080,-,-,"ko00000,ko00001,ko00002,ko01000,ko01005",-,-,-,"Kdo,WaaY",b3625
Ecoli_C64594,,,,,,,,,,,,,,,,,,,,,,
Ecoli_C21538,Ecoli_C21538A405,199310.c2158,1.87e-310,848.0,"COG2897@1|root,COG2897@2|Bacteria,1MW4B@1224|Proteobacteria,1RQX7@1236|Gammaproteobacteria,3XPET@561|Escherichia",2|Bacteria,M,thiosulfate sulfurtransferase activity,ynjE,"GO:0003674,GO:0003824,GO:0016740,GO:0016782,GO:0016783",2.8.1.11,ko:K21028,"ko04122,map04122",-,R07461,-,"ko00000,ko00001,ko01000",-,-,-,Rhodanese,b1757
Ecoli_C156365,Ecoli_C156365A69,1440052.EAKF1_ch0383c,8.309999999999999e-67,204.0,"2CHEZ@1|root,32UJP@2|Bacteria,1N2IV@1224|Proteobacteria,1S8D1@1236|Gammaproteobacteria,3XQ36@561|Escherichia",2|Bacteria,M,Curli assembly protein,csgC,-,-,ko:K04336,"ko02026,map02026",-,-,-,"ko00000,ko00001,ko02044",-,-,-,Tafi-CsgC,b1043
Ecoli_C256828,,,,,,,,,,,,,,,,,,,,,,
Ecoli_C5512,Ecoli_C5512A512,469008.B21_01831,0.0,1566.0,"COG0243@1|root,COG0243@2|Bacteria,1NR6J@1224|Proteobacteria,1RMVE@1236|Gammaproteobacteria,3XNTP@561|Escherichia",2|Bacteria,C,"an anaerobic reaction coupled to energy-yielding reactions. Can also reduce other N- and S-oxide compounds such as 4-methylmorpholine-N-oxide and biotin sulfoxide (BSO), but with a lower catalytic efficiency",torZ,"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0008150,GO:0008152,GO:0016491,GO:0016661,GO:0016662,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044464,GO:0050626,GO:0055114","1.7.2.3,1.8.5.3,1.97.1.9","ko:K07306,ko:K07309,ko:K07310,ko:K07811,ko:K07812,ko:K08351","ko00450,ko00780,ko00920,ko01100,ko02020,map00450,map00780,map00920,map01100,map02020",-,"R07229,R09501,R10127","RC02420,RC02555,RC03056","ko00000,ko00001,ko01000,ko02000","5.A.3.3,5.A.3.4",-,"iE2348C_1286.E2348C_1672,iEC042_1314.EC042_1073,iECSE_1348.ECSE_0952,iEcHS_1320.EcHS_A3752,iEcolC_1368.EcolC_0165,iNRG857_1313.NRG857_07945,iNRG857_1313.NRG857_09385","Molybdopterin,Molydop_binding",b1872
Ecoli_C183530,Ecoli_C183530A31,198214.CP0268,2.6899999999999998e-48,156.0,"COG2963@1|root,COG2963@2|Bacteria,1N10J@1224|Proteobacteria,1S994@1236|Gammaproteobacteria",2|Bacteria,L,Transposase IS3 IS911 family protein,-,-,-,ko:K07483,-,-,-,-,ko00000,-,-,-,HTH_Tnp_1,b4587
Ecoli_C27074,Ecoli_C27074A580,316407.1736747,2.3400000000000002e-293,801.0,"COG0438@1|root,COG0438@2|Bacteria,1MVKK@1224|Proteobacteria,1RQ8J@1236|Gammaproteobacteria,3XNDB@561|Escherichia",2|Bacteria,M,colanic acid biosynthesis glycosyl transferase,wcaL,"GO:0003674,GO:0003824,GO:0016740,GO:0016757",-,ko:K16703,-,-,-,-,"ko00000,ko01000,ko01003",-,GT4,-,"Glyco_transf_4,Glycos_transf_1",b2044
Ecoli_C167352,Ecoli_C167352A117,155864.EDL933_2780,4.39e-64,196.0,"2DMW3@1|root,32UHS@2|Bacteria,1MZA9@1224|Proteobacteria,1SAKQ@1236|Gammaproteobacteria,3XQ17@561|Escherichia",2|Bacteria,S,Domain of unknown function (DUF1889),yoaC,-,-,-,-,-,-,-,-,-,-,-,DUF1889,
Ecoli_C27795,Ecoli_C27795A485,469008.B21_03184,1.3e-294,804.0,"COG1015@1|root,COG1015@2|Bacteria,1R4RD@1224|Proteobacteria,1RRD0@1236|Gammaproteobacteria,3XN30@561|Escherichia",2|Bacteria,G,phosphopentomutase activity,yhfW,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008973,GO:0016853,GO:0016866,GO:0016868,GO:0044424,GO:0044444,GO:0044464",-,-,-,-,-,-,-,-,-,"iAPECO1_1312.APECO1_3083,iEC55989_1330.EC55989_3785,iECED1_1282.ECED1_4038,iECIAI1_1343.ECIAI1_3518,iECOK1_1307.ECOK1_3793,iECS88_1305.ECS88_3765,iEcE24377_1341.EcE24377A_3849,iUMN146_1321.UM146_16955,iUTI89_1310.UTI89_C3878",Metalloenzyme,b3380
Ecoli_C63425,Ecoli_C63425A12,155864.EDL933_5010,1.02e-150,427.0,"COG2188@1|root,COG2188@2|Bacteria,1MUEB@1224|Proteobacteria,1RN2J@1236|Gammaproteobacteria,3XQQU@561|Escherichia",2|Bacteria,K,transcriptional regulator,yidP,"GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0008643,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0018130,GO:0019438,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044464,GO:0046483,GO:0051179,GO:0051234,GO:0071702,GO:0071704,GO:0071944,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576",-,"ko:K03482,ko:K03710,ko:K11922",-,-,-,-,"ko00000,ko03000",-,-,-,"GntR,UTRA",b3684
Ecoli_C153183,Ecoli_C153183A3,198214.SF1795,7.91e-87,260.0,"COG0057@1|root,COG0057@2|Bacteria,1MU93@1224|Proteobacteria,1RMBM@1236|Gammaproteobacteria",2|Bacteria,G,Belongs to the glyceraldehyde-3-phosphate dehydrogenase family,gap,"GO:0000166,GO:0003674,GO:0003824,GO:0004365,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006735,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009117,GO:0009986,GO:0009987,GO:0016491,GO:0016620,GO:0016903,GO:0019362,GO:0019637,GO:0019674,GO:0022610,GO:0034641,GO:0036094,GO:0043891,GO:0044237,GO:0044238,GO:0044281,GO:0044403,GO:0044406,GO:0044419,GO:0044424,GO:0044464,GO:0044650,GO:0046483,GO:0046496,GO:0048037,GO:0050662,GO:0051186,GO:0051287,GO:0051704,GO:0055086,GO:0055114,GO:0071704,GO:0072524,GO:0097159,GO:0140030,GO:0140032,GO:1901265,GO:1901360,GO:1901363,GO:1901564","1.2.1.12,1.2.1.72","ko:K00134,ko:K03472","ko00010,ko00710,ko00750,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map00750,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010","M00001,M00002,M00003,M00124,M00165,M00166,M00308,M00552","R01061,R01825","RC00149,RC00242","ko00000,ko00001,ko00002,ko01000,ko04131,ko04147",-,-,"iAPECO1_1312.APECO1_847,iIT341.HP0921,iIT341.HP1346,iJR904.b1416,iJR904.b1417,iUTI89_1310.UTI89_C1975,ic_1306.c2184","Gp_dh_C,Gp_dh_N",
Ecoli_C133194,Ecoli_C133194A31,1440052.EAKF1_ch0825,1.47e-85,254.0,"COG1576@1|root,COG1576@2|Bacteria,1R9Z2@1224|Proteobacteria,1S1ZY@1236|Gammaproteobacteria,3XNYW@561|Escherichia",2|Bacteria,J,Specifically methylates the pseudouridine at position 1915 (m3Psi1915) in 23S rRNA,rlmH,"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042802,GO:0042803,GO:0043021,GO:0043022,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0044877,GO:0046483,GO:0046983,GO:0070037,GO:0070038,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360",2.1.1.177,ko:K00783,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,"MDMPI_N,SPOUT_MTase",b0636
Ecoli_C25935,Ecoli_C25935A88,469008.B21_00471,2.4e-305,832.0,"COG0624@1|root,COG0624@2|Bacteria,1MVUX@1224|Proteobacteria,1RPPD@1236|Gammaproteobacteria,3XPWH@561|Escherichia",2|Bacteria,E,"Involved in the anaerobic nitrogen utilization via the assimilation of allantoin. Catalyzes specifically the hydrolysis of allantoate to yield CO2, NH3 and S-ureidoglycine, which is unstable and readily undergoes a second deamination by S-ureidoglycine aminohydrolase AllE to yield S-ureidoglycolate and NH3. In vivo, the spontaneous release of S-ureidoglycolate and ammonia from S- ureidoglycine appears to be too slow to sustain an efficient flux of nitrogen",allC,"GO:0000255,GO:0000256,GO:0003674,GO:0003824,GO:0005488,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009442,GO:0009987,GO:0016787,GO:0016810,GO:0016813,GO:0017144,GO:0030145,GO:0034641,GO:0042737,GO:0043167,GO:0043169,GO:0043603,GO:0043605,GO:0044237,GO:0044248,GO:0044270,GO:0046483,GO:0046700,GO:0046872,GO:0046914,GO:0047652,GO:0071704,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575","3.5.1.6,3.5.1.87,3.5.3.9","ko:K02083,ko:K06016","ko00230,ko00240,ko01100,ko01120,map00230,map00240,map01100,map01120",M00046,"R00905,R02423,R04666","RC00064,RC00096","ko00000,ko00001,ko00002,ko01000,ko01002",-,-,"iECH74115_1262.ECH74115_0617,iECSP_1301.ECSP_0590,iECUMN_1333.ECUMN_0556,iECs_1301.ECs0578,iZ_1308.Z0671","M20_dimer,Peptidase_M20,Peptidase_M28",b0516
Ecoli_C38636,Ecoli_C38636A97,469008.B21_01456,1.77e-244,672.0,"COG0601@1|root,COG0601@2|Bacteria,1MU8Z@1224|Proteobacteria,1RNJ1@1236|Gammaproteobacteria,3XMU4@561|Escherichia",2|Bacteria,EP,probably responsible for the translocation of the substrate across the membrane,ddpB,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0071944",-,ko:K02033,"ko02024,map02024",M00239,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.5,-,"iECIAI39_1322.ECIAI39_1750,iECSP_1301.ECSP_1971,iZ_1308.Z2224",BPD_transp_1,b1486
Ecoli_C8598,Ecoli_C8598A535,362663.ECP_1789,0.0,1402.0,"COG1770@1|root,COG1770@2|Bacteria,1MUED@1224|Proteobacteria,1RMSV@1236|Gammaproteobacteria,3XPAW@561|Escherichia",2|Bacteria,E,oligopeptidase activity,ptrB,"GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0044424,GO:0044464,GO:0070011,GO:0070012,GO:0071704,GO:0140096,GO:1901564",3.4.21.83,ko:K01354,"ko05142,ko05143,map05142,map05143",-,-,-,"ko00000,ko00001,ko01000,ko01002",-,-,-,"Peptidase_S9,Peptidase_S9_N",b1845
Ecoli_C292481,,,,,,,,,,,,,,,,,,,,,,
Ecoli_C21252,Ecoli_C21252A0,316407.85675488,0.0,947.0,"COG4983@1|root,COG4983@2|Bacteria,1N636@1224|Proteobacteria,1RZVN@1236|Gammaproteobacteria,3XQNP@561|Escherichia",2|Bacteria,S,Protein of unknown function (DUF3987),yfjI,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464",-,-,-,-,-,-,-,-,-,-,DUF3987,b2625
Ecoli_C130853,Ecoli_C130853A134,155864.EDL933_0400,3.42e-101,294.0,"COG1513@1|root,COG1513@2|Bacteria,1R9X0@1224|Proteobacteria,1S40B@1236|Gammaproteobacteria,3XQZ4@561|Escherichia",2|Bacteria,P,Catalyzes the reaction of cyanate with bicarbonate to produce ammonia and carbon dioxide,cynS,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006807,GO:0008150,GO:0008152,GO:0008824,GO:0009056,GO:0009439,GO:0009440,GO:0009987,GO:0016829,GO:0016840,GO:0034641,GO:0044237,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044464,GO:0071704,GO:1901564,GO:1901565,GO:1901575",4.2.1.104,ko:K01725,"ko00910,map00910",-,"R03546,R10079",RC00952,"ko00000,ko00001,ko01000",-,-,-,Cyanate_lyase,b0340
Ecoli_C12879,Ecoli_C12879A669,199310.c1925,8.11e-314,867.0,"COG4178@1|root,COG4178@2|Bacteria,1MW09@1224|Proteobacteria,1RPQA@1236|Gammaproteobacteria,3XQG7@561|Escherichia",2|Bacteria,P,"ATPase activity, coupled to movement of substances",yddA,"GO:0000166,GO:0003674,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0008144,GO:0016020,GO:0016021,GO:0017076,GO:0030554,GO:0031224,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044425,GO:0044464,GO:0071944,GO:0097159,GO:0097367,GO:1901265,GO:1901363",-,ko:K02471,"ko02010,map02010",-,-,-,"ko00000,ko00001,ko02000","3.A.1.203.11,3.A.1.203.4",-,-,"ABC_membrane_2,ABC_tran",b1496
Ecoli_C217110,Ecoli_C217110A44,35703.DQ02_17970,4.35e-05,45.8,"2EC9S@1|root,33684@2|Bacteria,1N0WR@1224|Proteobacteria,1SAVJ@1236|Gammaproteobacteria,3WZI4@544|Citrobacter",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Ecoli_C80154,,,,,,,,,,,,,,,,,,,,,,b0278
Ecoli_C17580,Ecoli_C17580A177,469008.B21_04022,1.19e-266,740.0,"COG3037@1|root,COG3037@2|Bacteria,1MWNR@1224|Proteobacteria,1RP9S@1236|Gammaproteobacteria,3XME4@561|Escherichia",2|Bacteria,S,"The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. The enzyme II UlaABC PTS system is involved in ascorbate transport",ulaA,"GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008643,GO:0009401,GO:0015144,GO:0015711,GO:0015749,GO:0015849,GO:0015882,GO:0016020,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0034219,GO:0034220,GO:0035461,GO:0042802,GO:0044464,GO:0046942,GO:0051179,GO:0051180,GO:0051181,GO:0051182,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0090563,GO:0090585,GO:0098656,GO:1903825,GO:1905039",2.7.1.194,"ko:K02822,ko:K03475","ko00053,ko01100,ko01120,ko02060,map00053,map01100,map01120,map02060","M00283,M00550",R07671,"RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000",4.A.7.1,-,"iB21_1397.B21_04022,iEC55989_1330.EC55989_4750,iECBD_1354.ECBD_3841,iECB_1328.ECB_04060,iECD_1391.ECD_04060,iECIAI1_1343.ECIAI1_4426,iECO111_1330.ECO111_5021,iETEC_1333.ETEC_4539,iEcSMS35_1347.EcSMS35_4664,iYL1228.KPN_04586","EIIC-GAT,PTS_IIB",b4193
Ecoli_C46348,Ecoli_C46348A104,316407.85676839,8.390000000000001e-213,590.0,"COG1172@1|root,COG1172@2|Bacteria,1QHVT@1224|Proteobacteria,1RRYA@1236|Gammaproteobacteria,3XQJI@561|Escherichia",2|Bacteria,G,probably responsible for the translocation of the substrate across the membrane,alsC,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0008643,GO:0015144,GO:0015145,GO:0015749,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034219,GO:0044425,GO:0044459,GO:0044464,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944",-,"ko:K10440,ko:K10550","ko02010,map02010","M00212,M00217",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.2.1,3.A.1.2.13,3.A.1.2.19,3.A.1.2.6",-,"iE2348C_1286.E2348C_4415,iECIAI39_1322.ECIAI39_4510,iEcSMS35_1347.EcSMS35_4552",BPD_transp_2,b4086
Ecoli_C200820,Ecoli_C200820A34,316407.85676761,1.24e-60,186.0,"2E6QS@1|root,331AY@2|Bacteria,1N7X6@1224|Proteobacteria,1SC8J@1236|Gammaproteobacteria,3XQ1C@561|Escherichia",2|Bacteria,S,Protein of unknown function (DUF1488),yrdB,-,-,-,-,-,-,-,-,-,-,-,DUF1488,
Ecoli_C144877,Ecoli_C144877A102,316407.1800008,1.09e-81,243.0,"2ED5M@1|root,3372C@2|Bacteria,1N2Z7@1224|Proteobacteria,1SEVD@1236|Gammaproteobacteria,3XPR7@561|Escherichia",2|Bacteria,S,Protein of unknown function (DUF2799),yfiL,-,-,-,-,-,-,-,-,-,-,-,DUF2799,
Ecoli_C36139,Ecoli_C36139A304,316407.85675219,1.09e-187,529.0,"COG1397@1|root,COG1397@2|Bacteria,1NTUR@1224|Proteobacteria,1RMPE@1236|Gammaproteobacteria,3XP4M@561|Escherichia",2|Bacteria,O,hydrolase activity,yegU,-,-,-,-,-,-,-,-,-,-,-,ADP_ribosyl_GH,b2099
Ecoli_C269506,,,,,,,,,,,,,,,,,,,,,,
