Object ID,Accession-1,Gene Name,Product,Characterization,log_TPM_median,range,in_iM,precise mapping issue
G6090,b0105,b0105,,Phantom-Genes,#N/A,#N/A,#N/A,1
G6091,b0165,b0165,,Phantom-Genes,#N/A,#N/A,#N/A,1
G6179,b0309,b0309,,Phantom-Genes,#N/A,#N/A,#N/A,1
G6294,b0538,b0538,,Phantom-Genes,#N/A,#N/A,#N/A,1
G6336,b0609,b0609,,Phantom-Genes,#N/A,#N/A,#N/A,1
G8203,b0701,b0701,,Phantom-Genes,#N/A,#N/A,#N/A,1
G6388,b0725,b0725,,Phantom-Genes,#N/A,#N/A,#N/A,1
G6553,b1052,b1052,,Phantom-Genes,#N/A,#N/A,#N/A,1
G6678,b1354,b1354,,Phantom-Genes,#N/A,#N/A,#N/A,1
G6687,b1364,b1364,,Phantom-Genes,#N/A,#N/A,#N/A,1
G6690,b1367,b1367,,Phantom-Genes,#N/A,#N/A,#N/A,1
G6740,b1425,b1425,,Phantom-Genes,#N/A,#N/A,#N/A,1
G6748,b1437,b1437,,Phantom-Genes,#N/A,#N/A,#N/A,1
G7034,b1903,b1903,,Phantom-Genes,#N/A,#N/A,#N/A,1
G7121,b2084,b2084,,Phantom-Genes,#N/A,#N/A,#N/A,1
G7149,b2191,b2191,,Phantom-Genes,#N/A,#N/A,#N/A,1
G7353,b2596,b2596,,Phantom-Genes,#N/A,#N/A,#N/A,1
G7386,b2651,b2651,,Phantom-Genes,#N/A,#N/A,#N/A,1
G7388,b2653,b2653,,Phantom-Genes,#N/A,#N/A,#N/A,1
G7561,b3004,b3004,,Phantom-Genes,#N/A,#N/A,#N/A,1
G7562,b3007,b3007,,Phantom-Genes,#N/A,#N/A,#N/A,1
G7692,b3254,b3254,,Phantom-Genes,#N/A,#N/A,#N/A,1
G7818,b3975,b3975,,Phantom-Genes,#N/A,#N/A,#N/A,1
G7878,b4247,b4247,,Phantom-Genes,#N/A,#N/A,#N/A,1
G7881,b4250,b4250,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-16677,b4700,b4700,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-8896,,C0067,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-8898,,C0299,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-8902,,C0362,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-8903,,C0465,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-8907,,C0614,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-8911,,C0664,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-8912,,C0719,,Phantom-Genes,#N/A,#N/A,#N/A,1
EG11273,b0079,fruL,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-10698,,G0-10698,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-10700,,G0-10700,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-10702,,G0-10702,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-10703,,G0-10703,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-10704,,G0-10704,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-10705,,G0-10705,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-8908,,IS128,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-10202,,istR-1,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-10597,b4607,ryfB,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-8869,b4448,sraF,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-9384,,sroD,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-9387,,sroG,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-9961,b4617,tisA,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-8894,,tp2,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-8893,,tpke11,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-8906,,tpke70,,Phantom-Genes,#N/A,#N/A,#N/A,1
G0-10587,b4591,ybhU,,Phantom-Genes,#N/A,#N/A,#N/A,1
G6516,b1005,ycdF,,Phantom-Genes,#N/A,#N/A,#N/A,1
G7896,b4274,yjgW,,Phantom-Genes,#N/A,#N/A,#N/A,1
G6221,b0370,ykiB,,Phantom-Genes,#N/A,#N/A,#N/A,1
G6419,b0816,yliL,,Phantom-Genes,#N/A,#N/A,#N/A,1
EG11213,b4223,yzfA,,Phantom-Genes,2.29048792,5.514769115,1,0
EG11163,b3036,ygiA,,Phantom-Genes,4.546584027,7.2292626,0,0
G0-10586,b4590,ybfK,,Phantom-Genes,0,3.348479924,0,0
G0-16720,b4693,aaaE,phage terminase,Pseudo-Genes,#N/A,#N/A,#N/A,1
EG11092,b0240,crl,RNA polymerase holoenzyme assembly factor Crl,Pseudo-Genes,#N/A,#N/A,#N/A,1
EG50008,b4236,cybC,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-10697,,G0-10697,,Pseudo-Genes,#N/A,#N/A,#N/A,1
EG11708,b4556,glvG,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-10569,b4576,insB7,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16679,b4708,insI2,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-10567,b4561,insM,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-10433,b4505,insX,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16663,b4647,mokA,,Pseudo-Genes,#N/A,#N/A,#N/A,1
EG10659,b0553,nmpC,DLP12 prophage; putative outer membrane porin NmpC,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16719,b4692,oweE,phage replication protein,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16654,b4643,pawZ,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G7474,b2854,pbl,transglycosylase domain-containing protein Pbl,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-10555,b4508,peaD,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G7383,b2648,pinH,putative invertase fragment,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16660,b4645,psaA,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G6298,b0542,renD,DLP12 prophage; protein RenD,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-10604,b4614,sokA,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G7222,b2353,tfaS,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16659,b4638,ttcC,putative tRNA 2-thiocytidine (s(2)C32) synthase,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16717,b4633,xisD,excisionase,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16714,b4636,ybfI,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16658,b4639,yeeH,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G8208,b4499,yehH,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16668,b4652,yibU,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16667,b4651,yibW,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16669,b4653,yicT,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16670,b4654,yjdQ,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16671,b4656,yjhY,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-10615,b4628,ykfK,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-10614,b4627,ykfL,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16715,b4626,ykfN,YdiA family protein,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16716,b4630,ykgP,putative oxidoreductase,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-10682,b4631,ykgQ,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16713,b4632,ylbI,RHS element protein YlbI,Pseudo-Genes,#N/A,#N/A,#N/A,1
G6535,b1028,ymdE,putative uncharacterized protein YmdE,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-10557,b4578,yncK,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16655,b4642,yoeD,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16657,b4640,yoeG,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16656,b4641,yoeH,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G7515,b2915,yqfE,putative protein YqfE,Pseudo-Genes,#N/A,#N/A,#N/A,1
G7585,b3046,yqiG,putative outer membrane usher protein YqiG,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16661,b4646,yrdE,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16676,b4697,yrdF,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-10563,b4552,yrhC,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16664,b4648,ysaC,,Pseudo-Genes,#N/A,#N/A,#N/A,1
G0-16665,b4649,ysaD,,Pseudo-Genes,#N/A,#N/A,#N/A,1
EG12416,b2092,gatC,galactitol-specific PTS enzyme IIC component,Pseudo-Genes,9.581277582,13.6860912,1,0
G8205,b4493,gapC,glyceraldehyde-3-phosphate dehydrogenase,Pseudo-Genes,8.452160574,11.92781352,1,0
EG12834,b3268,yhdW,putative ABC transporter periplasmic binding protein YhdW,Pseudo-Genes,3.416315065,11.19949609,1,0
G0-10556,b4519,icdC,protein IcdC,Pseudo-Genes,2.998729891,10.83323464,1,0
EG11986,b4571,wbbL,interrupted rhamnosyltransferase WbbL,Pseudo-Genes,7.381740123,10.60073374,1,0
EG12162,b4498,gatR,"DNA-binding transcriptional repressor GatR, N-terminal fragment",Pseudo-Genes,5.816824738,9.874225468,1,0
G6525,b4490,efeU,inactive ferrous iron permease EfeU,Pseudo-Genes,6.482378991,9.515120902,1,0
G7075,b4582,yoeA,CP4-44 prophage; TonB-dependent receptor plug domain-containing protein YoeA,Pseudo-Genes,4.219586803,9.101849874,1,0
G8221,b4488,ilvG,acetolactate synthase II subunit IlvG,Pseudo-Genes,8.723893965,8.848651376,1,0
G7557,b4658,yghX,putative hydrolase fragment,Pseudo-Genes,3.90596786,8.628413421,1,0
G6271,b0499,ylbH,putative RHS domain-containing protein YlbH,Pseudo-Genes,2.005477001,8.272554634,1,0
G7120,b2083,yegZ,phage protein D,Pseudo-Genes,2.737131234,8.232172403,1,0
G7043,b4495,yedN,"putative type III secreted effector, N-terminal fragment",Pseudo-Genes,0.78281113,8.202809739,1,0
G7403,b2681,ygaY,"putative transporter YgaY, N-terminal fragment",Pseudo-Genes,2.324440072,8.07050106,1,0
G7044,b1936,intG,putative defective phage integrase,Pseudo-Genes,1.647207141,7.622977973,1,0
G6767,b1459,yncI,putative transposase YncI,Pseudo-Genes,1.807923946,7.589022037,1,0
EG11770,b0501,ybbD,putative uncharacterized protein YbbD,Pseudo-Genes,1.551217579,7.585726202,1,0
G0-16666,b4650,yibS,RHS family protein YibS,Pseudo-Genes,1.930868799,7.513922411,1,0
G6632,b4573,insZ,putative transposase InsZ,Pseudo-Genes,3.030822274,7.383878025,1,0
G6609,b4491,ycgH,"putative transporter component, N-terminal fragment",Pseudo-Genes,2.578232752,7.226513831,1,0
G7902,b4281,yjhD,KpLE2 phage-like element; surface adhesin E-like protein,Pseudo-Genes,3.703508452,7.142250524,1,0
EG11496,b0236,prfH,putative peptide chain release factor,Pseudo-Genes,1.082571347,7.025030327,1,0
G6722,b4492,ydbA,"putative outer membrane protein, N-terminal fragment",Pseudo-Genes,4.323643463,6.820799215,1,0
G6836,b1578,insD7,Qin prophage; putative transposase,Pseudo-Genes,0.436204595,6.706331069,1,0
EG12261,b3534,bcsQ,cellulose biosynthesis protein,Pseudo-Genes,3.998453714,6.550165538,1,0
G7918,b4308,yjhR,KpLE2 phage-like element; PLD-like domain-containing protein YjhR,Pseudo-Genes,2.194972667,5.863194788,1,0
G6316,b0562,ybcY,DLP12 prophage; putative SAM-dependent methyltransferase YbcY,Pseudo-Genes,3.2669817,5.698012403,1,0
G6656,b1318,ycjV,putative ABC transporter ATP-binding protein YcjV,Pseudo-Genes,1.011759727,5.669435941,1,0
EG11766,b3595,yibJ,putative RHS domain-containing protein YibJ,Pseudo-Genes,3.069264435,5.485563832,1,0
G0-10445,b4524,ymjB,hypothetical protein YmjB,Pseudo-Genes,0,5.185073719,1,0
G6222,b4580,yaiT,putative autotransporter YaiT,Pseudo-Genes,3.045379541,5.164022848,1,0
EG11778,b0691,ybfG,PF10964 domain-containing protein YbfG,Pseudo-Genes,1.542430887,5.018841785,1,0
G7066,b4497,yeeL,"putative glycosyltransferase, N-terminal fragment",Pseudo-Genes,1.400995422,4.986261498,1,0
G6231,b0392,ykiA,DUF2773 domain-containing protein YkiA,Pseudo-Genes,5.05093413,4.935630955,1,0
EG11780,b4696,yneO,AIDA-I family autotransporter YneO,Pseudo-Genes,2.722910693,4.914593363,1,0
EG12881,b2238,yfaH,putative uncharacterized protein YfaH,Pseudo-Genes,1.261945195,4.895666717,1,0
G6102,b0218,yafU,putative inner membrane protein,Pseudo-Genes,0.893078091,4.718956192,1,0
EG11927,b4038,yjbI,pentapeptide repeats-containing protein YjbI,Pseudo-Genes,0.731098964,4.503372262,1,0
G7475,b2855,ygeK,putative DNA-binding transcriptional regulator YgeK,Pseudo-Genes,1.072129738,4.33172399,1,0
G7476,b2856,ygeL,protein YgeL,Pseudo-Genes,0,4.317901647,1,0
EG12227,b4660,yhiL,DUF4049 domain-containing protein YhiL,Pseudo-Genes,0.888051285,4.306880586,1,0
G6686,b1362,rzpR,Rac prophage; putative endopeptidase RzpR,Pseudo-Genes,1.014209194,4.210571053,1,0
G7863,b4205,ytfA,putative transcriptional regulator YtfA,Pseudo-Genes,0.777345753,4.210072591,1,0
G7478,b2858,ygeN,putative type III secretion system protein YgeN,Pseudo-Genes,1.080073744,4.157923174,1,0
G6596,b1152,jayE,e14 prophage; putative protein JayE,Pseudo-Genes,1.207686879,4.120982625,1,0
G0-10431,b4503,yafF,putative uncharacterized protein YafF,Pseudo-Genes,1.266807519,4.097772906,1,0
G0-16672,b4657,yjhZ,KpLE2 phage-like element; putative acetyltransferase YjhZ,Pseudo-Genes,1.804620496,4.052054906,1,0
G7470,b2850,ygeF,protein YgeF,Pseudo-Genes,0.338032853,4.045424043,1,0
G7907,b4286,yjhV,KpLE2 phage-like element; putative uncharacterized protein YjhV,Pseudo-Genes,1.801372515,3.941450971,1,0
G6796,b1506,yneL,putative HTH-type transcriptional regulator YneL,Pseudo-Genes,1.534861384,3.897064975,1,0
G6692,b4570,lomR,Rac prophage; protein LomR_1,Pseudo-Genes,1.789913952,3.860920717,1,0
G7760,b3443,yrhA,putative uncharacterized protein YrhA,Pseudo-Genes,0.476622775,3.718467388,1,0
G7389,b4462,ygaQ,putative uncharacterized protein YgaQ,Pseudo-Genes,0.749598588,3.394673103,1,0
EG12238,b3504,yhiS,putative uncharacterized protein YhiS,Pseudo-Genes,0.593691472,3.017822508,1,0
G6771,b1470,yddJ,uncharacterized protein YddJ,Pseudo-Genes,0.327529898,3.007387332,1,0
G7898,b4575,yjgX,"KpLE2 phage-like element; putative phosphoethanolamine transferase YjgX, N-terminal fragment",Pseudo-Genes,4.405093753,8.79900255,0,0
EG12364,b4271,intB,KpLE2 phage-like element; putative integrase,Pseudo-Genes,5.267291038,7.717814645,0,0
G0-10561,b4543,ypaA,protein YpaA,Pseudo-Genes,6.037281278,7.428247784,0,0
EG12208,b4581,ybeM,"deamidated glutathione amidase, N-terminal fragment",Pseudo-Genes,4.464967919,7.025546232,0,0
G7052,b4496,yedS,"putative outer membrane protein YedS, N-terminal fragment",Pseudo-Genes,3.526767145,6.950964283,0,0
G6130,b4587,insN,CP4-6 prophage; IS911A regulator fragment,Pseudo-Genes,5.056128093,6.794461052,0,0
G6170,b0300,ykgA,putative DNA-binding transcriptional regulator YkgA,Pseudo-Genes,3.334287796,6.666957787,0,0
EG12051,b2190,yejO,adhesin-like autotransporter YejO,Pseudo-Genes,4.059475612,6.568113598,0,0
EG11386,b4486,yjiV,putative uncharacterized protein YjiV,Pseudo-Genes,3.692066322,6.321622717,0,0
EG12766,b3135,agaA,putative truncated N-acetylgalactosamine-6-phosphate deacetylase,Pseudo-Genes,2.441271159,6.036578562,0,0
G7482,b2862,ygeP,protein YgeP,Pseudo-Genes,3.954490048,6.01282725,0,0
G7633,b3134,agaW,<I>N</I>-acetyl-D-galactosamine specific PTS truncated enzyme IIC component,Pseudo-Genes,2.199973101,5.984345377,0,0
G7904,b4623,insO,KpLE2 phage-like element; IS911B regulator fragment,Pseudo-Genes,3.493684338,5.578885616,0,0
G7376,b2641,yfjV,CP4-57 prophage; putative arsenite transporter,Pseudo-Genes,3.779562367,5.5456217,0,0
G7934,b4584,rpnD,putative inactive recombination-promoting nuclease-like protein RpnD,Pseudo-Genes,3.823861514,5.332321699,0,0
G0-10444,b4521,ycgI,protein YcgI,Pseudo-Genes,2.01976306,5.293723191,0,0
G7798,b3777,yifN,putative toxin YifN,Pseudo-Genes,5.04332427,5.218880966,0,0
G7079,b1999,yeeP,CP4-44 prophage; putative GTP-binding protein,Pseudo-Genes,3.061768765,5.151381123,0,0
G6137,b0263,afuB,CP4-6 prophage; ABC transporter membrane protein AfuB,Pseudo-Genes,1.806895999,5.082557954,0,0
G7479,b2859,ygeO,putative uncharacterized protein YgeO,Pseudo-Genes,2.381922249,4.908749319,0,0
G6837,b1579,intQ,Qin prophage; putative defective integrase,Pseudo-Genes,1.900011028,4.869789576,0,0
EG10010,b1456,rhsE,RhsE protein in rhs element,Pseudo-Genes,1.998493402,4.851124227,0,0
G7903,b4282,yjhE,KpLE2 phage-like element; putative membrane protein (pseudogene),Pseudo-Genes,1.981468799,4.687337711,0,0
EG10400,b3423,glpR,DNA-binding transcriptional repressor GlpR,Pseudo-Genes,5.916590037,4.610824242,0,0
G6376,b0703,ybfO,RHS repeats-containing protein YbfO,Pseudo-Genes,1.64886263,4.56163412,0,0
G7671,b4569,yhcE,putative uncharacterized protein YhcE,Pseudo-Genes,2.528720041,4.300124056,0,0
G6113,b0229,lfhA,"flagellar system protein, promoterless fragment",Pseudo-Genes,1.261589193,4.205755551,0,0
EG11304,b1577,ydfE,Qin prophage; protein YdfE,Pseudo-Genes,1.813386815,4.046089939,0,0
G6295,b0539,exoD,DLP12 prophage; putative exonuclease ExoD,Pseudo-Genes,1.991575532,3.922953025,0,0
G0-16718,b4634,aaaD,DLP12 prophage; protein AaaD,Pseudo-Genes,1.145738464,3.895770693,0,0
G6214,b4579,yaiX,"putative acyltransferase, N-terminal fragment",Pseudo-Genes,1.598713188,3.868742467,0,0
G6114,b0230,lafU,"flagellar system protein, promoterless fragment",Pseudo-Genes,1.770535298,3.836495729,0,0
G6599,b1157,stfE,e14 prophage; putative side tail fiber protein fragment,Pseudo-Genes,0.794747401,3.695145975,0,0
EG12020,b2139,mdtQ,putative multidrug resistance outer membrane protein MdtQ,Pseudo-Genes,1.124010651,3.633360801,0,0
G7224,b2355,yfdL,CPS-53 (KpLE1) prophage; putative uncharacterized protein YfdL,Pseudo-Genes,0.685174861,3.631172259,0,0
G0-16653,b4644,ypjI,putative UPF0401 protein YpjI,Pseudo-Genes,0.360897861,3.609086919,0,0
G6377,b0705,ybfL,putative transposase YbfL,Pseudo-Genes,0.745337316,3.547978102,0,0
EG12161,b0297,eaeH,putative porin domain-containing protein EaeH,Pseudo-Genes,0.328064481,3.361398982,0,0
G7209,b4661,yfcU,putative outer membrane usher protein YfcU,Pseudo-Genes,2.619610901,3.162578716,0,0
G6119,b0235,ykfJ,RNA ligase superfamily protein YkfJ,Pseudo-Genes,0.98988724,3.094951758,0,0
G6926,b4494,arpB,"putative ankyrin repeat protein B, N-terminal fragment",Pseudo-Genes,0.825685658,2.923152332,0,0
G7155,b4500,yfaS,"putative macroglobulin family protein, N-terminal fragment",Pseudo-Genes,1.571618906,2.823442178,0,0
G0-10751,b4712,agrA,small RNA AgrA,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17122,b4841,ascrp,small antisense RNA AsCRP,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17123,b4842,asompR,small antisense RNA AsompR,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17124,b4843,asphoP,small antisense RNA AsphoP,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G26,,dgd,D-galactose 1-dehydrogenase,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17027,b4781,evgL,protein EvgL,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-10696,b4690,eyeA,CP4-6 prophage; small RNA EyeA,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-10706,,G0-10706,small RNA,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-10641,b4669,ilvX,uncharacterized protein IlvX,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17079,,ipeX,small RNA IpeX,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-10716,b4706,iroK,protein IroK,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-8905,b4435,isrC,CP4-44 prophage; small RNA IsrC,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17023,b4777,mdtU,protein MdtU,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-8892,b4599,mgtS,small protein MgtS,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17021,b4775,mgtT,protein MgtT,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-16694,,naRNA1,naRNA1,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-16695,,naRNA2,naRNA2,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-16696,,naRNA3,naRNA3,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-16698,,naRNA5,naRNA5,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-16699,,naRNA6,naRNA6,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G6304,b0548,ninE,DLP12 prophage; NinE family prophage protein,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17076,,orzP,small RNA OrzP,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17028,b4782,pssL,protein PssL,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-9609,b4425,rttR,small RNA RttR,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-10695,b4701,sokX,small RNA SokX,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-8861,,sraA,small RNA SraA,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-8862,b4418,sraB,small RNA SraB,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
EG11016,b1229,tpr,protamine-like protein,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-16721,b4726,yabR,protein YabR,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-16722,b4727,yacM,protein YacM,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-16723,b4728,yadW,protein YadW,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17011,b4765,yadX,protein YadX,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-16725,b4730,yahV,protein YahV,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17014,b4768,ybgV,protein YbgV,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17015,b4769,ybiE,protein YbiE,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17017,b4771,ychT,protein YchT,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-16740,b4746,yddY,protein YddY,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-10593,b4601,ydgU,uncharacterized protein YdgU,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-16746,b4752,yecU,protein YecU,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17024,b4778,yecV,protein YecV,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G7228,b2359,yfdP,CPS-53 (KpLE1) prophage; uncharacterized protein YfdP,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17029,b4783,yfiS,protein YfiS,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17034,b4788,yhgO,protein YhgO,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17035,b4789,yhgP,protein YhgP,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17036,b4790,yhiY,protein YhiY,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17041,b4795,yibX,protein YibX-S // small protein YibX,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17042,b4796,yibY,protein YibY,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17043,b4797,yicU,protein YicU,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-10642,b4670,yjeV,uncharacterized protein YjeV,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17090,b4815,ykfO,protein YkfO,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-16726,b4731,ykiC,protein YkiC,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-16727,b4732,ykiD,protein YkiD,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17047,b4801,ykiE,protein YkiE,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-10435,b4509,ylcG,DLP12 prophage; uncharacterized protein YlcG,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-10584,b4588,ylcH,DLP12 prophage; uncharacterized protein YlcH,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-16729,b4734,yldA,protein YldA,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-16731,b4736,yliM,protein YliM,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17016,b4770,yljB,protein YljB,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-16733,b4738,ymgK,protein YmgK,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-16734,b4739,ymgL,protein YmgL,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17091,b4816,ymgN,protein YmgN,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-16736,b4741,ymiC,protein YmiC,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17018,b4772,ymiD,protein YmiD,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-10645,b4673,ymjD,uncharacterized protein YmjD,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-17019,b4773,ynaN,protein YnaN,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-10646,b4674,ynbG,uncharacterized protein YnbG,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G6766,b1455,yncH,DUF5445 domain-containing protein YncH,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
G0-8887,b4598,yncL,uncharacterized protein YncL,UNCHARACTERIZED,#N/A,#N/A,#N/A,1
