,sample_id,study,project,reference_condition,reference_condition_old,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth_Phase,Growth Rate (1/hr),Isolate Type,Additional Details,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,doi,GEO,SRX,Run,R1,R2,contact,creator,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,run_date,n_replicates,PxK_sample_type,deleted_genes,mutated_genes,overexpressed_genes,passed_replicate_correlations,show_study,study_sort,qc_id
pmg_wt_199,Supp_Lysine_(2mM)_1,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Lysine_(2mM),1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Lysine_(2mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-Second Library Pool TSRI AVITI/13id13_S13_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-Second Library Pool TSRI AVITI/13id13_S13_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Lysine_(2mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0318
pmg_wt_200,Supp_Lysine_(2mM)_2,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Lysine_(2mM),2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Lysine_(2mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-Second Library Pool TSRI AVITI/14id14_S14_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-Second Library Pool TSRI AVITI/14id14_S14_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Lysine_(2mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0319
pmg_wt_201,Supp_Phenylalanine_(2mM)_1,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Phenylalanine_(2mM),1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Phenylalanine_(2mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL012_R1.fastq.gz,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL012_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Phenylalanine_(2mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0322
pmg_wt_202,Supp_Phenylalanine_(2mM)_2,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Phenylalanine_(2mM),2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Phenylalanine_(2mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL013_R1.fastq.gz,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL013_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Phenylalanine_(2mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0323
pmg_wt_203,Supp_Proline_(2mM)_1,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Proline_(2mM),1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Proline_(2mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL014_R1.fastq.gz,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL014_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Proline_(2mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0324
pmg_wt_204,Supp_Proline_(2mM)_2,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Proline_(2mM),2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Proline_(2mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL015_R1.fastq.gz,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL015_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Proline_(2mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0325
pmg_wt_205,Supp_Serine_(2mM)_1,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Serine_(2mM),1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Serine_(2mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL016_R1.fastq.gz,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL016_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Serine_(2mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0326
pmg_wt_206,Supp_Serine_(2mM)_2,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Serine_(2mM),2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Serine_(2mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL017_R1.fastq.gz,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL017_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Serine_(2mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0327
pmg_wt_207,Supp_Threonine_(2mM)_1,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Threonine_(2mM),1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Threonine_(2mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-07-11-SBP-AVITI/PAL028_R1.fastq.gz,s3://sbrg-sequencing-files/2024-07-11-SBP-AVITI/PAL028_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Threonine_(2mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0328
pmg_wt_208,Supp_Threonine_(2mM)_2,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Threonine_(2mM),2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Threonine_(2mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-07-11-SBP-AVITI/PAL029_R1.fastq.gz,s3://sbrg-sequencing-files/2024-07-11-SBP-AVITI/PAL029_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Threonine_(2mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0329
pmg_wt_209,Supp_Tryptophan_(2mM)_1,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Tryptophan_(2mM),1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Tryptophan_(2mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL020_R1.fastq.gz,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL020_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Tryptophan_(2mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0330
pmg_wt_210,Supp_Tryptophan_(2mM)_2,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Tryptophan_(2mM),2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Tryptophan_(2mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL021_R1.fastq.gz,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL021_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Tryptophan_(2mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0331
pmg_wt_211,Supp_Alanine_(2mM)_1,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Alanine_(2mM),1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Alanine_(2mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/43_S43_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/43_S43_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Alanine_(2mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0332
pmg_wt_212,Supp_Alanine_(2mM)_2,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Alanine_(2mM),2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Alanine_(2mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/44_S44_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/44_S44_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Alanine_(2mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0333
pmg_wt_213,Supp_Valine_(2mM)_1,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Valine_(2mM),1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Valine_(2mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL023_R1.fastq.gz,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL023_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Valine_(2mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0336
pmg_wt_214,Supp_Valine_(2mM)_2,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Valine_(2mM),2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Valine_(2mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL024_R1.fastq.gz,s3://sbrg-sequencing-files/2024-06-07-SBP-AVITI/PAL024_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Valine_(2mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0337
pmg_wt_215,Supp_Alanine_(10mM)_1,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Alanine_(10mM),1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Alanine_(10mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-Second Library Pool TSRI AVITI/15id15_S15_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-Second Library Pool TSRI AVITI/15id15_S15_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Alanine_(10mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0338
pmg_wt_216,Supp_Alanine_(10mM)_2,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Alanine_(10mM),2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Alanine_(10mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-Second Library Pool TSRI AVITI/16id16_S16_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-Second Library Pool TSRI AVITI/16id16_S16_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Alanine_(10mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0339
pmg_wt_217,Supp_Arginine_(10mM)_1,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Arginine_(10mM),1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Arginine_(10mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL019_R1.fastq.gz,s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL019_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Arginine_(10mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0340
pmg_wt_218,Supp_Arginine_(10mM)_2,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Arginine_(10mM),2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Arginine_(10mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL020_R1.fastq.gz,s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL020_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Arginine_(10mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0341
pmg_wt_219,Supp_Asparagine_(10mM)_1,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Asparagine_(10mM),1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Asparagine_(10mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL021_R1.fastq.gz,s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL021_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Asparagine_(10mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0342
pmg_wt_220,Supp_Asparagine_(10mM)_2,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Asparagine_(10mM),2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Asparagine_(10mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL022_R1.fastq.gz,s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL022_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Asparagine_(10mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0343
pmg_wt_221,Supp_Cysteine_(10mM)_1,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Cysteine_(10mM),1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Cysteine_(10mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-07-11-SBP-AVITI/PAL001_R1.fastq.gz,s3://sbrg-sequencing-files/2024-07-11-SBP-AVITI/PAL001_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Cysteine_(10mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0346
pmg_wt_222,Supp_Cysteine_(10mM)_2,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Cysteine_(10mM),2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Cysteine_(10mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-07-11-SBP-AVITI/PAL002_R1.fastq.gz,s3://sbrg-sequencing-files/2024-07-11-SBP-AVITI/PAL002_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Cysteine_(10mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0347
pmg_wt_223,Supp_Glutamic acid_(10mM)_1,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Glutamic acid_(10mM),1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Glutamic acid_(10mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-04-23-SBP-AVITI/PAL066_R1.fastq.gz,s3://sbrg-sequencing-files/2024-04-23-SBP-AVITI/PAL066_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Glutamic acid_(10mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0348
pmg_wt_224,Supp_Glutamic acid_(10mM)_2,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Glutamic acid_(10mM),2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Glutamic acid_(10mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-04-23-SBP-AVITI/PAL067_R1.fastq.gz,s3://sbrg-sequencing-files/2024-04-23-SBP-AVITI/PAL067_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Glutamic acid_(10mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0349
pmg_wt_225,Supp_Glycine_(10mM)_1,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Glycine_(10mM),1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Glycine_(10mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-04-23-SBP-AVITI/PAL068_R1.fastq.gz,s3://sbrg-sequencing-files/2024-04-23-SBP-AVITI/PAL068_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Glycine_(10mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0350
pmg_wt_226,Supp_Glycine_(10mM)_2,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Glycine_(10mM),2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Glycine_(10mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-04-23-SBP-AVITI/PAL069_R1.fastq.gz,s3://sbrg-sequencing-files/2024-04-23-SBP-AVITI/PAL069_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Glycine_(10mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0351
pmg_wt_227,Supp_Arginine_(2mM)_1,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Arginine_(2mM),1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Arginine_(2mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/45_S45_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/45_S45_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Arginine_(2mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0352
pmg_wt_228,Supp_Arginine_(2mM)_2,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Arginine_(2mM),2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Arginine_(2mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/46_S46_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/TSRI AVITI Runs/2024-03-18-TSRI AVITI/46_S46_L001_R2_001.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Arginine_(2mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0353
pmg_wt_229,Supp_Histidine_(10mM)_1,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Histidine_(10mM),1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Histidine_(10mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-04-23-SBP-AVITI/PAL070_R1.fastq.gz,s3://sbrg-sequencing-files/2024-04-23-SBP-AVITI/PAL070_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Histidine_(10mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0354
pmg_wt_230,Supp_Histidine_(10mM)_2,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Histidine_(10mM),2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Histidine_(10mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-04-23-SBP-AVITI/PAL071_R1.fastq.gz,s3://sbrg-sequencing-files/2024-04-23-SBP-AVITI/PAL071_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Histidine_(10mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0355
pmg_wt_231,Supp_Leucine_(10mM)_1,single_nutrient_perturbation,SNPv2,pmg_wt_145;pmg_wt_146,Glucose_NH4Cl,Supp_Leucine_(10mM),1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,Glucose(5),NH4Cl(1),O2,Sauer trace element mixture,Leucine_(10mM),,,,,,AVITI,PAIRED,Element Biosciences,2,,PRJNA1273601,,,s3://sbrg-sequencing-files/2024-04-23-SBP-AVITI/PAL078_R1.fastq.gz,s3://sbrg-sequencing-files/2024-04-23-SBP-AVITI/PAL078_R2.fastq.gz,Jongoh Shin,Jaemin Sung,TRUE,,TRUE,TRUE,SNPv2:Supp_Leucine_(10mM),,,7/19/2024,,WT,,,,TRUE,single_nutrient_perturbation,0,pxk_0358
